Original: whale | Swapped: al->in | Result: whine
Original: tacos | Swapped: co->il | Result: tails
Original: tacos | Swapped: co->me | Result: tames
Original: tacos | Swapped: co->pa | Result: tapas
Original: weelass | Swapped: la->ne | Result: weeness
Original: sears | Swapped: ar->ct | Result: sects
Original: sears | Swapped: ar->mi | Result: semis
Original: sears | Swapped: ar->nd | Result: sends
Original: bears | Swapped: ar->in | Result: beins
Original: bears | Swapped: ar->ne | Result: benes
Original: bears | Swapped: ar->nd | Result: bends
Original: hardcores | Swapped: co->wi | Result: hardwires
Original: onemile | Swapped: il->or | Result: onemore
Original: fares | Swapped: ar->il | Result: files
Original: fares | Swapped: ar->in | Result: fines
Original: fares | Swapped: ar->ri | Result: fries
Original: refilms | Swapped: il->or | Result: reforms
Original: starry | Swapped: ar->ma | Result: stmary
Original: pilesinto | Swapped: il->ri | Result: priesinto
Original: ectoplasm | Swapped: ct->nd | Result: endoplasm
Original: sumner | Swapped: mn->nd | Result: sunder
Original: saidhito | Swapped: hi->ok | Result: saidokto
Original: makesadent | Swapped: de->mi | Result: makesamint
Original: enlai | Swapped: la->ok | Result: enoki
Original: confines | Swapped: in->ut | Result: confutes
Original: elated | Swapped: la->mo | Result: emoted
Original: pinsdown | Swapped: in->ut | Result: putsdown
Original: launder | Swapped: nd->ri | Result: laurier
Original: launder | Swapped: nd->tn | Result: lautner
Original: saluters | Swapped: al->co | Result: scouters
Original: piles | Swapped: il->ok | Result: pokes
Original: piles | Swapped: il->or | Result: pores
Original: piles | Swapped: il->ri | Result: pries
Original: joins | Swapped: in->ne | Result: jones
Original: slanging | Swapped: la->wi | Result: swinging
Original: hayings | Swapped: in->ri | Result: hayrigs
Original: warder | Swapped: ar->il | Result: wilder
Original: warder | Swapped: ar->in | Result: winder
Original: etrurians | Swapped: ri->sc | Result: etruscans
Original: slashing | Swapped: la->mi | Result: smishing
Original: slashing | Swapped: la->wi | Result: swishing
Original: armorall | Swapped: al->ia | Result: armorial
Original: scalingup | Swapped: ca->id | Result: sidlingup
Original: stale | Swapped: al->in | Result: stine
Original: stale | Swapped: al->ok | Result: stoke
Original: stale | Swapped: al->or | Result: store
Original: bidder | Swapped: id->or | Result: border
Original: winter | Swapped: in->ri | Result: writer
Original: speaks | Swapped: ak->nd | Result: spends
Original: stainer | Swapped: in->nd | Result: stander
Original: pincer | Swapped: in->la | Result: placer
Original: pincer | Swapped: in->ri | Result: pricer
Original: remand | Swapped: ma->wi | Result: rewind
Original: shakti | Swapped: ak->or | Result: shorti
Original: singes | Swapped: in->wa | Result: swages
Original: sidles | Swapped: id->mi | Result: smiles
Original: sidles | Swapped: id->wa | Result: swales
Original: mendel | Swapped: de->ia | Result: menial
Original: lineal | Swapped: in->or | Result: loreal
Original: lineal | Swapped: in->ut | Result: luteal
Original: scoffer | Swapped: co->wi | Result: swiffer
Original: oxalic | Swapped: al->id | Result: oxidic
Original: walled | Swapped: al->hi | Result: whiled
Original: yoohoo | Swapped: oh->ut | Result: youtoo
Original: tinner | Swapped: in->wi | Result: twiner
Original: decors | Swapped: co->wa | Result: dewars
Original: shirked | Swapped: hi->pa | Result: sparked
Original: comedown | Swapped: me->ok | Result: cookdown
Original: miley | Swapped: il->or | Result: morey
Original: farms | Swapped: ar->il | Result: films
Original: bondmen | Swapped: nd->ok | Result: bookmen
Original: odelet | Swapped: de->ut | Result: outlet
Original: teemed | Swapped: me->pa | Result: teepad
Original: recast | Swapped: ca->ne | Result: renest
Original: hides | Swapped: de->nd | Result: hinds
Original: chile | Swapped: il->ok | Result: choke
Original: chile | Swapped: il->or | Result: chore
Original: chile | Swapped: il->ut | Result: chute
Original: shirks | Swapped: hi->pa | Result: sparks
Original: pores | Swapped: or->ri | Result: pries
Original: salesian | Swapped: ia->me | Result: salesmen
Original: thedell | Swapped: de->hi | Result: thehill
Original: thedell | Swapped: de->ma | Result: themall
Original: thedell | Swapped: de->wa | Result: thewall
Original: spiny | Swapped: in->la | Result: splay
Original: oilup | Swapped: il->ne | Result: oneup
Original: madein | Swapped: de->il | Result: mailin
Original: worts | Swapped: or->ri | Result: writs
Original: housewares | Swapped: ar->in | Result: housewines
Original: splats | Swapped: la->or | Result: sports
Original: splats | Swapped: la->ri | Result: sprits
Original: mazel | Swapped: az->or | Result: morel
Original: veiled | Swapped: il->nd | Result: vended
Original: snells | Swapped: ne->pa | Result: spalls
Original: snells | Swapped: ne->wi | Result: swills
Original: scammers | Swapped: ca->hi | Result: shimmers
Original: scammers | Swapped: ca->wi | Result: swimmers
Original: unplaced | Swapped: la->ri | Result: unpriced
Original: roars | Swapped: ar->id | Result: roids
Original: roars | Swapped: ar->il | Result: roils
Original: roars | Swapped: ar->ok | Result: rooks
Original: roars | Swapped: ar->ut | Result: routs
Original: jilting | Swapped: il->ut | Result: jutting
Original: warned | Swapped: ar->hi | Result: whined
Original: onescore | Swapped: ne->ut | Result: outscore
Original: weary | Swapped: ar->nd | Result: wendy
Original: bakes | Swapped: ak->id | Result: bides
Original: bakes | Swapped: ak->il | Result: biles
Original: bakes | Swapped: ak->or | Result: bores
Original: slakes | Swapped: ak->id | Result: slides
Original: slakes | Swapped: la->mo | Result: smokes
Original: momoa | Swapped: mo->ri | Result: moria
Original: bigmen | Swapped: me->wi | Result: bigwin
Original: walking | Swapped: al->in | Result: winking
Original: walking | Swapped: al->or | Result: working
Original: windcones | Swapped: co->va | Result: windvanes
Original: saluting | Swapped: al->co | Result: scouting
Original: caller | Swapped: al->ut | Result: cutler
Original: eland | Swapped: la->me | Result: emend
Original: parching | Swapped: ar->in | Result: pinching
Original: oakies | Swapped: ak->ut | Result: outies
Original: tings | Swapped: in->wi | Result: twigs
Original: velate | Swapped: la->ri | Result: verite
Original: dialled | Swapped: ia->ri | Result: drilled
Original: decoded | Swapped: co->ri | Result: derided
Original: glands | Swapped: la->ri | Result: grinds
Original: gazes | Swapped: az->or | Result: gores
Original: ameche | Swapped: me->pa | Result: apache
Original: concocting | Swapped: co->ne | Result: connecting
Original: barked | Swapped: ar->il | Result: bilked
Original: ruins | Swapped: in->ne | Result: runes
Original: inpark | Swapped: ar->in | Result: inpink
Original: comesup | Swapped: me->ok | Result: cooksup
Original: pilesup | Swapped: il->ri | Result: priesup
Original: megohms | Swapped: oh->ri | Result: megrims
Original: decor | Swapped: co->wa | Result: dewar
Original: acted | Swapped: ct->id | Result: aided
Original: acted | Swapped: ct->il | Result: ailed
Original: carillo | Swapped: il->me | Result: carmelo
Original: demode | Swapped: mo->ri | Result: deride
Original: retake | Swapped: ak->il | Result: retile
Original: retake | Swapped: ak->or | Result: retore
Original: chins | Swapped: hi->la | Result: clans
Original: chins | Swapped: hi->or | Result: corns
Original: chins | Swapped: in->ri | Result: chris
Original: elative | Swapped: la->mo | Result: emotive
Original: marketplace | Swapped: la->ri | Result: marketprice
Original: trafficcones | Swapped: co->la | Result: trafficlanes
Original: smirked | Swapped: mi->pa | Result: sparked
Original: lands | Swapped: nd->va | Result: lavas
Original: drains | Swapped: in->ma | Result: dramas
Original: leland | Swapped: la->mo | Result: lemond
Original: modes | Swapped: de->il | Result: moils
Original: modes | Swapped: de->mo | Result: momos
Original: modes | Swapped: de->ok | Result: mooks
Original: modes | Swapped: de->or | Result: moors
Original: slagging | Swapped: la->wi | Result: swigging
Original: stearins | Swapped: in->ne | Result: stearnes
Original: lactic | Swapped: ct->ma | Result: lamaic
Original: scotched | Swapped: co->wi | Result: switched
Original: scaliest | Swapped: ca->il | Result: silliest
Original: dimsout | Swapped: ms->ne | Result: dineout
Original: snide | Swapped: id->or | Result: snore
Original: emdashes | Swapped: md->nc | Result: encashes
Original: appeared | Swapped: ar->nd | Result: appended
Original: boneup | Swapped: ne->ok | Result: bookup
Original: spoilers | Swapped: il->ut | Result: spouters
Original: survivals | Swapped: al->or | Result: survivors
Original: bondo | Swapped: nd->sc | Result: bosco
Original: atcost | Swapped: co->la | Result: atlast
Original: liddy | Swapped: id->or | Result: lordy
Original: houseware | Swapped: ar->in | Result: housewine
Original: nomen | Swapped: me->wi | Result: nowin
Original: themets | Swapped: me->pa | Result: thepats
Original: trite | Swapped: ri->ut | Result: tutte
Original: sinker | Swapped: in->la | Result: slaker
Original: sinker | Swapped: in->mo | Result: smoker
Original: calder | Swapped: al->in | Result: cinder
Original: bearer | Swapped: ar->nd | Result: bender
Original: paltering | Swapped: al->or | Result: portering
Original: paltering | Swapped: al->ut | Result: puttering
Original: planting | Swapped: la->ri | Result: printing
Original: tradesoff | Swapped: de->il | Result: trailsoff
Original: scoped | Swapped: co->ky | Result: skyped
Original: scoped | Swapped: co->wi | Result: swiped
Original: overfly | Swapped: fl->la | Result: overlay
Original: overfly | Swapped: fl->pa | Result: overpay
Original: carmake | Swapped: ak->in | Result: carmine
Original: worsts | Swapped: or->ri | Result: wrists
Original: shiner | Swapped: hi->in | Result: sinner
Original: silvering | Swapped: il->la | Result: slavering
Original: impaled | Swapped: al->ut | Result: imputed
Original: haley | Swapped: al->id | Result: hidey
Original: haley | Swapped: al->ok | Result: hokey
Original: relater | Swapped: la->mo | Result: remoter
Original: dementias | Swapped: ia->or | Result: dementors
Original: balms | Swapped: al->ri | Result: brims
Original: parer | Swapped: ar->ok | Result: poker
Original: glinting | Swapped: in->ut | Result: glutting
Original: pined | Swapped: in->ok | Result: poked
Original: pined | Swapped: in->or | Result: pored
Original: pined | Swapped: in->ri | Result: pried
Original: starter | Swapped: ar->in | Result: stinter
Original: starter | Swapped: ar->ut | Result: stutter
Original: oilbase | Swapped: il->ne | Result: onebase
Original: refined | Swapped: in->ri | Result: refried
Original: refined | Swapped: in->ut | Result: refuted
Original: stine | Swapped: in->ok | Result: stoke
Original: stine | Swapped: in->or | Result: store
Original: smores | Swapped: mo->pa | Result: spares
Original: refiners | Swapped: in->ut | Result: refuters
Original: oaked | Swapped: ak->il | Result: oiled
Original: oaked | Swapped: ak->oh | Result: oohed
Original: oaked | Swapped: ak->ut | Result: outed
Original: kinda | Swapped: in->or | Result: korda
Original: share | Swapped: ar->in | Result: shine
Original: share | Swapped: ar->ut | Result: shute
Original: camaro | Swapped: ar->in | Result: camino
Original: bleared | Swapped: ar->nd | Result: blended
Original: slaters | Swapped: la->or | Result: sorters
Original: slaters | Swapped: la->ut | Result: sutters
Original: slates | Swapped: la->mi | Result: smites
Original: shimmers | Swapped: hi->la | Result: slammers
Original: shimmers | Swapped: hi->pa | Result: spammers
Original: spoors | Swapped: or->ut | Result: spouts
Original: salmon | Swapped: al->ca | Result: scamon
Original: salmon | Swapped: al->hi | Result: shimon
Original: salmon | Swapped: al->la | Result: slamon
Original: rideon | Swapped: de->sd | Result: risdon
Original: providing | Swapped: id->ok | Result: provoking
Original: reflet | Swapped: fl->me | Result: remeet
Original: sealingin | Swapped: al->nd | Result: sendingin
Original: broiled | Swapped: il->ok | Result: brooked
Original: slashed | Swapped: la->wi | Result: swished
Original: tilton | Swapped: il->ri | Result: triton
Original: glared | Swapped: ar->id | Result: glided
Original: declares | Swapped: ar->in | Result: declines
Original: blank | Swapped: la->ri | Result: brink
Original: thealps | Swapped: al->co | Result: thecops
Original: biller | Swapped: il->ut | Result: butler
Original: charl | Swapped: ar->il | Result: chill
Original: shines | Swapped: in->mo | Result: shmoes
Original: shines | Swapped: in->or | Result: shores
Original: vales | Swapped: al->in | Result: vines
Original: renard | Swapped: ar->de | Result: rended
Original: porsches | Swapped: or->ut | Result: putsches
Original: shiest | Swapped: hi->or | Result: sorest
Original: braking | Swapped: ak->in | Result: brining
Original: paintable | Swapped: in->la | Result: palatable
Original: which | Swapped: hi->in | Result: winch
Original: tractor | Swapped: ct->in | Result: trainor
Original: porter | Swapped: or->ut | Result: putter
Original: sharer | Swapped: ar->in | Result: shiner
Original: dealer | Swapped: al->nv | Result: denver
Original: dealer | Swapped: al->wi | Result: dewier
Original: scanning | Swapped: ca->hi | Result: shinning
Original: rared | Swapped: ar->il | Result: riled
Original: decodes | Swapped: co->ri | Result: derides
Original: depilation | Swapped: il->ut | Result: deputation
Original: scolding | Swapped: co->pa | Result: spalding
Original: expecting | Swapped: ct->nd | Result: expending
Original: permeation | Swapped: me->or | Result: peroration
Original: gartered | Swapped: ar->ut | Result: guttered
Original: brainy | Swapped: in->nd | Result: brandy
Original: flaring | Swapped: ar->ut | Result: fluting
Original: bards | Swapped: ar->in | Result: binds
Original: lostart | Swapped: ar->ca | Result: lostcat
Original: skyped | Swapped: ky->wi | Result: swiped
Original: shakiest | Swapped: ak->in | Result: shiniest
Original: shakes | Swapped: ak->in | Result: shines
Original: shakes | Swapped: ak->mo | Result: shmoes
Original: shakes | Swapped: ak->or | Result: shores
Original: deacons | Swapped: co->de | Result: deadens
Original: smirks | Swapped: mi->pa | Result: sparks
Original: chimps | Swapped: hi->la | Result: clamps
Original: slaking | Swapped: ak->id | Result: sliding
Original: slaking | Swapped: la->mo | Result: smoking
Original: shirts | Swapped: hi->ma | Result: smarts
Original: refilm | Swapped: il->or | Result: reform
Original: smothers | Swapped: mo->wi | Result: swithers
Original: barbed | Swapped: ar->ri | Result: bribed
Original: uncashed | Swapped: ca->wi | Result: unwished
Original: contortion | Swapped: or->ri | Result: contrition
Original: spare | Swapped: ar->il | Result: spile
Original: spare | Swapped: ar->in | Result: spine
Original: spare | Swapped: ar->ok | Result: spoke
Original: glazing | Swapped: az->id | Result: gliding
Original: removing | Swapped: mo->pa | Result: repaving
Original: sagas | Swapped: ga->il | Result: sails
Original: sagas | Swapped: ga->nd | Result: sands
Original: sagas | Swapped: ga->ri | Result: saris
Original: shimon | Swapped: hi->la | Result: slamon
Original: codex | Swapped: de->mi | Result: comix
Original: windy | Swapped: in->or | Result: wordy
Original: galecki | Swapped: al->or | Result: gorecki
Original: tiler | Swapped: il->ok | Result: toker
Original: regain | Swapped: ga->in | Result: reinin
Original: marker | Swapped: ar->il | Result: milker
Original: rodein | Swapped: de->ma | Result: romain
Original: remodel | Swapped: de->va | Result: removal
Original: larter | Swapped: ar->il | Result: lilter
Original: larter | Swapped: ar->in | Result: linter
Original: marner | Swapped: ar->il | Result: milner
Original: filtrate | Swapped: il->la | Result: flatrate
Original: coals | Swapped: al->de | Result: codes
Original: coals | Swapped: al->in | Result: coins
Original: coals | Swapped: al->la | Result: colas
Original: coals | Swapped: al->me | Result: comes
Original: coals | Swapped: al->ma | Result: comas
Original: coals | Swapped: al->ne | Result: cones
Original: coals | Swapped: al->ok | Result: cooks
Original: coals | Swapped: al->or | Result: coors
Original: moneta | Swapped: ne->ri | Result: morita
Original: togae | Swapped: ga->il | Result: toile
Original: canids | Swapped: id->ne | Result: cannes
Original: canids | Swapped: id->va | Result: canvas
Original: muscat | Swapped: ca->tn | Result: mustnt
Original: shish | Swapped: hi->la | Result: slash
Original: shish | Swapped: hi->ma | Result: smash
Original: elder | Swapped: de->ga | Result: elgar
Original: partings | Swapped: ar->la | Result: platings
Original: roids | Swapped: id->ok | Result: rooks
Original: roids | Swapped: id->ut | Result: routs
Original: theflea | Swapped: fl->id | Result: theidea
Original: onevote | Swapped: ne->ut | Result: outvote
Original: ragas | Swapped: ga->id | Result: raids
Original: ragas | Swapped: ga->il | Result: rails
Original: ragas | Swapped: ga->in | Result: rains
Original: ragas | Swapped: ga->mi | Result: ramis
Original: ragas | Swapped: ga->mo | Result: ramos
Original: confine | Swapped: in->ut | Result: confute
Original: bedside | Swapped: id->or | Result: bedsore
Original: declare | Swapped: ar->in | Result: decline
Original: panes | Swapped: ne->pa | Result: papas
Original: panes | Swapped: ne->ri | Result: paris
Original: reslated | Swapped: la->or | Result: resorted
Original: carded | Swapped: ar->hi | Result: chided
Original: sainte | Swapped: in->mi | Result: samite
Original: sainte | Swapped: in->va | Result: savate
Original: incoins | Swapped: in->me | Result: incomes
Original: swales | Swapped: al->in | Result: swines
Original: piniest | Swapped: in->ok | Result: pokiest
Original: stake | Swapped: ak->il | Result: stile
Original: stake | Swapped: ak->in | Result: stine
Original: stake | Swapped: ak->or | Result: store
Original: darners | Swapped: ar->in | Result: dinners
Original: repined | Swapped: in->ut | Result: reputed
Original: incas | Swapped: ca->ne | Result: innes
Original: scalers | Swapped: al->or | Result: scorers
Original: scalers | Swapped: ca->mi | Result: smilers
Original: scalers | Swapped: ca->ut | Result: sutlers
Original: weathermen | Swapped: me->va | Result: weathervan
Original: sorter | Swapped: or->ut | Result: sutter
Original: ported | Swapped: or->ut | Result: putted
Original: motorinn | Swapped: in->me | Result: motormen
Original: motorinn | Swapped: in->ma | Result: motorman
Original: binders | Swapped: in->or | Result: borders
Original: scopes | Swapped: co->ky | Result: skypes
Original: scopes | Swapped: co->wi | Result: swipes
Original: goldarn | Swapped: ar->ma | Result: goldman
Original: goldarn | Swapped: ar->wy | Result: goldwyn
Original: broiling | Swapped: il->ok | Result: brooking
Original: signals | Swapped: al->or | Result: signors
Original: goodmoves | Swapped: mo->wi | Result: goodwives
Original: gagaball | Swapped: ga->me | Result: gameball
Original: smogs | Swapped: mo->wi | Result: swigs
Original: smarty | Swapped: ar->ut | Result: smutty
Original: plaints | Swapped: in->ne | Result: planets
Original: provide | Swapped: id->ok | Result: provoke
Original: remodels | Swapped: de->va | Result: removals
Original: codes | Swapped: de->il | Result: coils
Original: codes | Swapped: de->in | Result: coins
Original: codes | Swapped: de->la | Result: colas
Original: codes | Swapped: de->ma | Result: comas
Original: codes | Swapped: de->ok | Result: cooks
Original: codes | Swapped: de->or | Result: coors
Original: madea | Swapped: de->ri | Result: maria
Original: lander | Swapped: nd->wy | Result: lawyer
Original: snider | Swapped: id->or | Result: snorer
Original: makingadent | Swapped: de->mi | Result: makingamint
Original: donald | Swapped: al->ne | Result: donned
Original: sport | Swapped: or->ri | Result: sprit
Original: andre | Swapped: nd->wa | Result: aware
Original: orals | Swapped: al->ca | Result: orcas
Original: orals | Swapped: al->ri | Result: orris
Original: caraway | Swapped: ar->ut | Result: cutaway
Original: neverland | Swapped: la->mi | Result: nevermind
Original: caring | Swapped: ar->ok | Result: coking
Original: anchor | Swapped: nc->ut | Result: author
Original: rides | Swapped: de->nd | Result: rinds
Original: tinned | Swapped: in->wi | Result: twined
Original: compares | Swapped: ar->il | Result: compiles
Original: compares | Swapped: ar->ut | Result: computes
Original: kinds | Swapped: nd->wi | Result: kiwis
Original: doors | Swapped: or->ri | Result: doris
Original: rooked | Swapped: ok->ut | Result: routed
Original: lookto | Swapped: ok->va | Result: lovato
Original: lazing | Swapped: az->in | Result: lining
Original: lazing | Swapped: az->ut | Result: luting
Original: pinon | Swapped: in->ut | Result: puton
Original: rogaine | Swapped: ga->ut | Result: routine
Original: bearing | Swapped: ar->nd | Result: bending
Original: themost | Swapped: mo->pa | Result: thepast
Original: coaler | Swapped: al->in | Result: coiner
Original: coaler | Swapped: al->ok | Result: cooker
Original: domes | Swapped: me->or | Result: doors
Original: domes | Swapped: me->ri | Result: doris
Original: slaked | Swapped: la->mo | Result: smoked
Original: spiner | Swapped: in->ri | Result: sprier
Original: damns | Swapped: mn->ne | Result: danes
Original: barfly | Swapped: fl->ne | Result: barney
Original: dears | Swapped: ar->ga | Result: degas
Original: dears | Swapped: ar->mo | Result: demos
Original: lowart | Swapped: ar->hi | Result: lowhit
Original: crosswind | Swapped: in->or | Result: crossword
Original: smother | Swapped: mo->wa | Result: swather
Original: stink | Swapped: in->or | Result: stork
Original: salton | Swapped: al->ut | Result: sutton
Original: coanchor | Swapped: nc->ut | Result: coauthor
Original: barbing | Swapped: ar->ri | Result: bribing
Original: horton | Swapped: or->ut | Result: hutton
Original: providers | Swapped: id->ok | Result: provokers
Original: neins | Swapped: in->ne | Result: nenes
Original: scotching | Swapped: co->wi | Result: switching
Original: shakeson | Swapped: ak->in | Result: shineson
Original: takers | Swapped: ak->il | Result: tilers
Original: takers | Swapped: ak->ri | Result: triers
Original: strohs | Swapped: oh->ut | Result: struts
Original: ponds | Swapped: nd->or | Result: poors
Original: ponds | Swapped: nd->ut | Result: pouts
Original: contemned | Swapped: mn->nd | Result: contended
Original: flakes | Swapped: ak->or | Result: flores
Original: flakes | Swapped: ak->ut | Result: flutes
Original: sumter | Swapped: mt->nd | Result: sunder
Original: reparation | Swapped: ar->ut | Result: reputation
Original: reiner | Swapped: in->nd | Result: render
Original: bigcats | Swapped: ca->hi | Result: bighits
Original: blondest | Swapped: nd->wi | Result: blowiest
Original: makeamess | Swapped: me->pa | Result: makeapass
Original: resalt | Swapped: al->or | Result: resort
Original: confide | Swapped: id->ut | Result: confute
Original: beacon | Swapped: co->ma | Result: beaman
Original: schilling | Swapped: il->me | Result: schmeling
Original: morale | Swapped: al->ri | Result: morrie
Original: declarations | Swapped: ar->in | Result: declinations
Original: dares | Swapped: ar->in | Result: dines
Original: dares | Swapped: ar->ri | Result: dries
Original: mains | Swapped: in->ma | Result: mamas
Original: mains | Swapped: in->ne | Result: manes
Original: mains | Swapped: in->ri | Result: maris
Original: portering | Swapped: or->ut | Result: puttering
Original: shiver | Swapped: hi->il | Result: silver
Original: shiver | Swapped: hi->la | Result: slaver
Original: leila | Swapped: il->ny | Result: lenya
Original: toilover | Swapped: il->ok | Result: tookover
Original: permeations | Swapped: me->or | Result: perorations
Original: valence | Swapped: nc->ri | Result: valerie
Original: marlstone | Swapped: ar->il | Result: millstone
Original: nooks | Swapped: ok->va | Result: novas
Original: lends | Swapped: nd->wi | Result: lewis
Original: northland | Swapped: la->wi | Result: northwind
Original: caked | Swapped: ak->or | Result: cored
Original: caked | Swapped: ak->ri | Result: cried
Original: lianes | Swapped: ia->or | Result: lornes
Original: recorded | Swapped: co->ga | Result: regarded
Original: recorded | Swapped: co->wa | Result: rewarded
Original: taker | Swapped: ak->il | Result: tiler
Original: brushing | Swapped: in->ri | Result: brushrig
Original: inorder | Swapped: or->va | Result: invader
Original: scaled | Swapped: al->or | Result: scored
Original: scaled | Swapped: ca->id | Result: sidled
Original: scaled | Swapped: ca->mi | Result: smiled
Original: larked | Swapped: ar->in | Result: linked
Original: bidders | Swapped: id->or | Result: borders
Original: secant | Swapped: ca->de | Result: sedent
Original: thegang | Swapped: ga->ri | Result: thering
Original: limon | Swapped: mo->ne | Result: linen
Original: walkingaround | Swapped: al->or | Result: workingaround
Original: chaining | Swapped: in->nc | Result: chancing
Original: tints | Swapped: in->or | Result: torts
Original: tints | Swapped: in->wi | Result: twits
Original: tubing | Swapped: in->or | Result: tuborg
Original: spared | Swapped: ar->il | Result: spiled
Original: spared | Swapped: ar->in | Result: spined
Original: books | Swapped: ok->ri | Result: boris
Original: books | Swapped: ok->sc | Result: boscs
Original: books | Swapped: ok->ut | Result: bouts
Original: blanker | Swapped: la->ri | Result: brinker
Original: moines | Swapped: in->or | Result: moores
Original: forecast | Swapped: ca->mo | Result: foremost
Original: sidle | Swapped: id->mi | Result: smile
Original: tvcam | Swapped: ca->mo | Result: tvmom
Original: contacted | Swapped: ct->in | Result: contained
Original: hails | Swapped: il->la | Result: halas
Original: hails | Swapped: il->ma | Result: hamas
Original: hails | Swapped: il->ne | Result: hanes
Original: hails | Swapped: il->nd | Result: hands
Original: expected | Swapped: ct->nd | Result: expended
Original: descales | Swapped: al->ri | Result: descries
Original: chipper | Swapped: hi->la | Result: clapper
Original: scarred | Swapped: ca->hi | Result: shirred
Original: speakable | Swapped: ak->nd | Result: spendable
Original: veins | Swapped: in->nd | Result: vends
Original: files | Swapped: il->ri | Result: fries
Original: exparte | Swapped: ar->ia | Result: expiate
Original: riders | Swapped: id->ok | Result: rokers
Original: filers | Swapped: il->ri | Result: friers
Original: guard | Swapped: ar->il | Result: guild
Original: snare | Swapped: ar->id | Result: snide
Original: flagg | Swapped: la->ri | Result: frigg
Original: sinter | Swapped: in->la | Result: slater
Original: sinter | Swapped: in->or | Result: sorter
Original: sinter | Swapped: in->ut | Result: sutter
Original: remands | Swapped: ma->wi | Result: rewinds
Original: adders | Swapped: de->wa | Result: adwars
Original: oneside | Swapped: ne->ut | Result: outside
Original: makable | Swapped: ak->in | Result: minable
Original: makable | Swapped: ak->ut | Result: mutable
Original: tracts | Swapped: ct->de | Result: trades
Original: tracts | Swapped: ct->il | Result: trails
Original: tracts | Swapped: ct->in | Result: trains
Original: tracts | Swapped: ct->la | Result: tralas
Original: shortfilms | Swapped: il->or | Result: shortforms
Original: stamos | Swapped: mo->nd | Result: stands
Original: barbs | Swapped: ar->la | Result: blabs
Original: shivered | Swapped: hi->il | Result: silvered
Original: shivered | Swapped: hi->la | Result: slavered
Original: unalterably | Swapped: al->ut | Result: unutterably
Original: hazier | Swapped: az->ok | Result: hokier
Original: warier | Swapped: ar->il | Result: wilier
Original: warier | Swapped: ar->in | Result: winier
Original: striae | Swapped: ia->ok | Result: stroke
Original: recant | Swapped: ca->mi | Result: remint
Original: pinsup | Swapped: in->ut | Result: putsup
Original: dimes | Swapped: me->or | Result: diors
Original: dimes | Swapped: me->sc | Result: discs
Original: dimes | Swapped: me->va | Result: divas
Original: flacons | Swapped: co->me | Result: flamens
Original: rosary | Swapped: ar->il | Result: rosily
Original: rosary | Swapped: ar->in | Result: rosiny
Original: cocoas | Swapped: co->me | Result: comeas
Original: dolmas | Swapped: ma->or | Result: dolors
Original: shippingout | Swapped: hi->wa | Result: swappingout
Original: chive | Swapped: hi->la | Result: clave
Original: darlin | Swapped: ar->ia | Result: dialin
Original: wimsey | Swapped: ms->tn | Result: witney
Original: seiners | Swapped: in->nd | Result: senders
Original: pinning | Swapped: in->la | Result: planing
Original: dialsin | Swapped: al->ne | Result: dinesin
Original: mamas | Swapped: ma->ne | Result: manes
Original: mamas | Swapped: ma->ri | Result: maris
Original: filth | Swapped: il->or | Result: forth
Original: comeoff | Swapped: me->ok | Result: cookoff
Original: wards | Swapped: ar->il | Result: wilds
Original: wards | Swapped: ar->in | Result: winds
Original: implant | Swapped: la->ri | Result: imprint
Original: headships | Swapped: hi->la | Result: headslaps
Original: turin | Swapped: ri->va | Result: tuvan
Original: sealane | Swapped: la->mi | Result: seamine
Original: onels | Swapped: ne->pa | Result: opals
Original: onels | Swapped: ne->va | Result: ovals
Original: scoring | Swapped: co->pa | Result: sparing
Original: glazers | Swapped: az->id | Result: gliders
Original: decides | Swapped: id->ri | Result: decries
Original: peaking | Swapped: ak->nd | Result: pending
Original: refile | Swapped: il->ut | Result: refute
Original: remolding | Swapped: mo->wi | Result: rewilding
Original: onesize | Swapped: ne->ut | Result: outsize
Original: sinkable | Swapped: in->mo | Result: smokable
Original: soaked | Swapped: ak->il | Result: soiled
Original: tilter | Swapped: il->ri | Result: triter
Original: thecore | Swapped: co->wi | Result: thewire
Original: discs | Swapped: sc->va | Result: divas
Original: whaled | Swapped: al->in | Result: whined
Original: whaled | Swapped: al->or | Result: whored
Original: sailed | Swapped: il->nd | Result: sanded
Original: sailed | Swapped: il->ut | Result: sauted
Original: walston | Swapped: al->in | Result: winston
Original: carat | Swapped: ar->fl | Result: cflat
Original: mintier | Swapped: in->or | Result: mortier
Original: mealdeal | Swapped: al->ga | Result: megadeal
Original: filming | Swapped: il->la | Result: flaming
Original: filming | Swapped: il->or | Result: forming
Original: glazes | Swapped: az->id | Result: glides
Original: glazes | Swapped: az->ut | Result: glutes
Original: remends | Swapped: me->wi | Result: rewinds
Original: skyler | Swapped: ky->mi | Result: smiler
Original: skyler | Swapped: ky->ut | Result: sutler
Original: mails | Swapped: il->ma | Result: mamas
Original: mails | Swapped: il->ne | Result: manes
Original: mails | Swapped: il->ri | Result: maris
Original: reseals | Swapped: al->ct | Result: resects
Original: reseals | Swapped: al->nd | Result: resends
Original: britons | Swapped: ri->ut | Result: buttons
Original: planter | Swapped: la->ri | Result: printer
Original: oared | Swapped: ar->il | Result: oiled
Original: oared | Swapped: ar->oh | Result: oohed
Original: oared | Swapped: ar->ut | Result: outed
